Restaurant,Month,Week No.,Day,Date,Review Title/URL,Review,Rating Score,Rating,Responded?,"Response 
Date","Days between 
response"
Adrift,January,Week 1,Saturday,2/1/2016,"""Great Food and Drinks""","We stayed in Marina Bays Sand for 2015 Countdown. Its quite late and my two teenage sons are hungry. Too lazy to go anywhere, we decided to give Adrift a try, and what a pleasant experience. It was full when we reached and they are very helpful to get us a table after 10 minutes wait. The food menu is simple but they have an extensive drinks menu. My sons order their famous King Crab Melts and Kagoshima Beef. I wasn't hungry, so I just order a drink (Adrift:Mojito) The Chef compliment starter is crackers and its was very light and yummy. The King Crab Melts is very good but the Kagoshima Beef is excellent (My son regretted that he ordered the small portion!). If you have tried Kobe Beef, this is close to that. Later, I found out that Adrift is also well known for their drinks. Kitchen closed at 10:00pm but the bar open till 2:00am. If you are in the area, I recommend you try Adrift. ",4-May,Very Good,Yes,5/2/2016,34
Bread Street Kitchen,January,Week 1,Saturday,2/1/2016,"""Nice place to spend New Year's evening""","We booked an early table for dinner on New Year's Eve at 7.45pm before heading onto the Sky Park at Marina Bay Sands for the fireworks. After the hassles of getting to the Sky Park we wished we'd booked the late dinner sitting and spent New Year in this wonderful restaurant. Even though it was very busy, the staff were excellent and ensured we were looked after as guests rather than customers. The New Year menu was excellent with the stand out being the Beef Wellington, which isn't a simple dish to master. The wine we ordered was fantastic and the waiters and waitresses ensured our glasses were never empty. The price was also reasonable at $280 for two before wine. The best Gordon Ramsey restaurant we've visited and a breath of fresh air after the disappointment of the one at the St Regis Hotel in Doha. Well done guys, and thank you for all your hard work while others relaxed at dinner.",5-May,Excellent,Yes,3/1/2016,1
Osteria Mozza,January,Week 1,Saturday,2/1/2016,"""Pricey for pasta""","I had the tagliatelle with beef ragu and really enjoyed the dish. But for the price and portion, not worth it. would only try again if I really crave Italian. Service and staff were good.",3-May,Average,No,,
Osteria Mozza,January,Week 1,Saturday,2/1/2016,"""Excelente""",Great masses. Great entries. Especially the octopus and the entry of polenta. And the masses ... It's not cheap but worth it.,5-May,Excellent,No,,
Osteria Mozza,January,Week 1,Saturday,2/1/2016,"""Never dissapointed! Always perfect!""","We decided last night to visit Osteria Mozza without booking! The staff sat us comfortable at the bar and we managed to enjoy the fabulous food again! We have our old time favourites, but they do change the menu a little every few months :-).",5-May,Excellent,No,,
Sky on 57,January,Week 1,Saturday,2/1/2016,"""Beautiful place""","Fantastic place, creative coctails, super service. Must go in Singapore.The best view of Singapore skyline.",5-May,Excellent,No,,
Sky on 57,January,Week 1,Saturday,2/1/2016,"""????????????""","Chef Lee is heard before the Queen's chef, this time attracted to go to Singapore to try! Sands restaurant on the top floor, next to the swimming pool is invincible, invincible landscape can be beautiful Singapore prosperous net extravaganza! Point of their season chef, it may be expecting too much, the result is somewhat disappointing! Overall, good ingredients, the dishes are very creative, if produced and modeling taste layering further increase, then it perfect!",4-May,Very Good,No,,
Sky on 57,January,Week 1,Saturday,2/1/2016,"""Great End to 2015!!!""","We decide to countdown in Singapore this year and we stayed at Marina Bay Sands. We booked Sky on 57 for NYE Dinner. Sky on 57 is simple and basic in design and I guess the greater view will always be the view of Singapore from Sky on 57!! The night view is spectacular, rival that of Hong Kong! You can go out the Flight Deck to enjoy the great view of Marina Bays. NYE Dinner by JUSTIN QUEK is fantastic. Enjoy every of his wonderful creations that tantalised your taste buds. After dinner, the Flight Deck is where you can have the best view of the spectacular fireworks What a fantastic experience to end to 2015 and welcoming 2016!! P/S: Book at least three months ahead otherwise you may not be able to get a table for NYE Dinner.",5-May,Excellent,No,,
Adrift,January,Week 1,Sunday,3/1/2016,"""????????? ????????""","???? ????????? ???????? ????????? ? ????? Marina Bay Sands, ??????, ?? ?????? ?????, ??????? ????? ?? ????? ?????????? ?? ?????....
This author is a restaurant at the Marina Bay Sands, however, on the ground floor, so the views of the city can not please. However, there is an excellent cook and served us quickly. King Crab was great!",5-May,Excellent,No,,
Adrift,January,Week 1,Sunday,3/1/2016,"""Bonne expÇrience ""","Very nice place chosen for dinner. Home friendly and very nice decor. The card does not lack originality. A succulent tuna based input and pork ribs accompanied by sweet potatoes in the oven, original and excellent! My girlfriend meanwhile ate a kind of ""croque monsieur"" crab. She had forgotten to specify his allergy to peppers, the dish contained and was immediately changed and with a smile. What service ! For dessert the ""french toast"", a slaughter I think I could eat two in a row it was so good. Only small problem for a French good eater, the food could be a little more generous. I return to Singapore in January current course I will be back at the hotel.",4-May,Very Good,Yes,3/2/2016,31
CUT,January,Week 1,Sunday,3/1/2016,"""???????????????""","Was about 10000-20000 yen about to eat two people. Beer, is the lineup of the wine was rich and thankful. Located in the shopping mall, but the atmosphere of the store is unlike may the outside. Since the menu is hard to see, you may hear recommendations to the clerk.",5-May,Excellent,No,,
CUT,January,Week 1,Sunday,3/1/2016,"""Charming Irlan looked after us fantastically well""","If you have the pleasure of dining at Wolfgang Pucks excellent Cut restaurant ask for a gentleman named ""Irlan', he is smart charming and an excellent member of the team. Its my third time to Cut and Im already looking forward to my next visit. Thanks to all the excellent team there, food is excellent, service is top notch!!!",5-May,Excellent,No,,
Pizzeria Mozza,January,Week 1,Sunday,3/1/2016,"""Caro para o que oferece""","The pizza is reasonable. Nothing spectacular. The atmosphere is great, but the price is higher than it's worth. Italian beer long neck (one of the cheapest) to 15 Singapore dollars (something like 50 reais) exceeds the reasonable limit. If it is to spend, choose the attached osteria, where at least one eats very well.",3-May,Average,No,,
RISE,January,Week 1,Sunday,3/1/2016,"""Good buffer spread but pricey""","Had lunch at the restaurant. Buffet comes with good spread - Asian, Japanese, Indian and the usual European. Sushi was so so. Laska was very good! Dessert was excellent! Service staff was very friendly, attentive and helpful.",4-May,Very Good,No,,
RISE,January,Week 1,Sunday,3/1/2016,"""Restoran Buffet dengan 150 menu""","If you're in the Marina Bay Singapore, tired and hungry walking path should stop by 150 Rise providing a menu of local cuisine, Chinese and western. The location is in the hotel lobby in the open space, convenient for dining with family or business associates. Prices are comparable with the funds that you spend. To be sure you do not have to move place to sample delicious local cuisine, Chinese cuisine and steaks were tender.",4-May,Very Good,No,,
RISE,January,Week 1,Sunday,3/1/2016,"""great food, normal service""","food was great , but the service was lacking as there not alot staff working and service was slow as well",3-May,Average,No,,
Sky on 57,January,Week 1,Sunday,3/1/2016,"""Simply Amazing""","We arrived for lunch a little early, and the views from this restaurant on the top floor of the Marina Bay Sands Hotel are breathtaking. It was our ""awesomest"" outing in Singapore. We had the signature lunch; sumptuous. Had a good time, and we will definitely drop in here again when next we visit Singapore",5-May,Excellent,No,,
